	Ashburn_VA3		Ashburn_VA5		Atlanta_GA		Austria_Vienna2		Brazil_Fortaleza1		Brazil_Rio_de_Janeiro		Canada_Toronto		Chicago_IL2		Chicago_IL3		Czech_Republic_Prague		Denmark_Copenhagen		Finland_Helsinki		France_Marseille		France_Marseille2		France_Paris10		Germany_Berlin		Germany_Düsseldorf1		Germany_Frankfurt2		Germany_Frankfurt5		Hong_Kong		Houston_TX		India_Bangalore1		India_Chennai		India_Hyderabad1		India_Mumbai		Italy_Milan2		Japan_Tokyo1		Japan_Tokyo3		Japan_Tokyo5		Los_Angeles_CA		Mexico_Queretaro1		Mexico_Queretaro2		Miami_FL5		Netherlands_Amsterdam2		Netherlands_Amsterdam3		New_York_NY		Norway_Oslo		Phoenix_AZ		Poland_Warsaw		Portland_OR		Salt_Lake_City_UT		San_Francisco_CA		San_Jose_CA5		Singapore		South_Korea_Seoul1		South_Korea_Seoul3		Sweden_Stockholm		Sydney1		Sydney2		Taiwan_Taipei1		Taiwan_Taipei3		Thailand_Bangkok		UK_London3		UK_London4		Brazil_Sao_Paulo		Canada_Quebec		Dallas_TX		Denver_Co		Seattle_WA		Spain_Madrid	
Steinsel	8001.799	Tallinn	7760.444	Berlin	8625.904	Istanbul	5013.852	Copenhagen	14164.349	Sofia	16396.083	Belgrade	8338.407	Steinsel	8642.544	Berlin	8561.092	Istanbul	5919.922	Chicago	7022.007	Chicago	7753.848	Istanbul	6189.663	Mumbai	6307.997	Mumbai	6605.433	Montreal	7543.254	Chicago	6728.517	Istanbul	6752.498	Istanbul	6035.16	Prague	16679.222	Reykjavik	9927.373	Berlin	19279.183	Ljubljana	13913.071	Dublin	14970.454	Tallinn	13972.49	Istanbul	6353.763	Stockholm	17660.832	Montreal	17567.253	Chisinau	17990.973	Santiago	11639.531	Bratislava	11678.329	Seoul	11639.438	Dublin	9327.119	New_York	6561.782	Chicago	6652.603	Bratislava	7706.25	Istanbul	7235.842	Sofia	11000.331	Istanbul	7131.72	Sarajevo	12292.036	Taipei	10937.63	Santiago	12091.118	Dublin	12227.098	Dublin	13829.248	Bucharest	20777.273	Copenhagen	20427.14	Istanbul	7700.232	Nicosia	21698.63	Sofia	21468.692	Copenhagen	17774.26	Tirana	18120.505	Bucharest	18225.191	Tbilisi	6269.38	Chicago	6290.45	Bucharest	16132.426	Zurich	8259.578	Skopje	9466.529	Tel_Aviv	10286.984	Copenhagen	11489.286	Mumbai	7082.316	
Belgrade	8043.362	Berlin	7795.315	Tallinn	8714.104	Montreal	7317.615	Sofia	14366.966	Bucharest	16628.706	Sarajevo	8367.839	Bratislava	8685.715	Bratislava	8640.214	Mumbai	7015.748	Istanbul	7517.099	Montreal	8393.624	Mumbai	7029.586	Istanbul	6371.757	Chicago	6689.92	Mumbai	7738.895	Istanbul	6883.41	Mumbai	7060.376	Mumbai	7069.414	Frankfurt	16879.085	Steinsel	9968.081	Paris	19320.734	Auckland	13914.476	Seoul	15005.525	Dublin	14418.429	Mumbai	7147.949	Dallas	17950.077	Helsinki	17739.227	Montreal	18061.378	Bratislava	11686.741	Helsinki	11799.724	Buenos_Aires	11641.068	Sarajevo	9509.237	Chicago	6820.921	New_York	6740.673	Reykjavik	7737.203	Chicago	7666.703	Berlin	11149.288	Montreal	8066.822	Tirana	12315.931	Brussels	10956.995	Steinsel	12164.207	Hong_Kong	12282.604	Belgrade	14047.153	Charlotte	20867.888	Bucharest	20828.171	Chicago	7758.965	Madrid	22033.644	Steinsel	21919.897	Athens	17852.917	Montreal	18284.236	Berlin	18403.104	New_York	6269.83	New_York	6568.702	Frankfurt	16256.409	Belgrade	8306.185	Marseille	9490.948	Copenhagen	10379.795	Tel_Aviv	11491.285	Riga	8498.968	
Reykjavik	8055.197	Belgrade	7912.623	Reykjavik	8853.743	Mumbai	8098.786	Tel_Aviv	14447.648	Tirana	16701.88	Bratislava	8397.948	Tel_Aviv	8853.126	Tel_Aviv	8717.086	New_York	7083.057	Montreal	7620.25	Mumbai	8441.723	Chicago	7388.354	Chicago	7383.165	Istanbul	6713.632	Chicago	8214.234	New_York	7070.081	Chicago	7129.764	Chicago	7106.663	Miami	17022.275	Brussels	10066.481	San_Francisco	19450.63	London	13920.492	Tallinn	15106.318	Tel_Aviv	14460.079	Chicago	7838.788	Chisinau	18090.972	Lisbon	17840.373	Sofia	18198.406	Tirana	11698.401	Lisbon	11881.842	Lisbon	11878.109	Reykjavik	9558.365	Istanbul	6826.071	Istanbul	7136.598	Steinsel	7747.905	Manassas	8164.738	Reykjavik	11181.731	Chicago	8266.691	Berlin	12510.669	Madrid	10974.023	Marseille	12181.233	Sarajevo	12383.598	Tallinn	14088.383	Copenhagen	21181.42	Mexico	21253.839	Montreal	8238.137	Zurich	22245.695	Madrid	21921.064	Helsinki	18049.29	Athens	18297.077	Belgrade	18515.229	Mumbai	6921.132	Manassas	6735.319	Tallinn	16310.219	Marseille	8412.86	Tirana	9528.822	Berlin	10405.368	Tirana	11779.796	Manassas	8521.989	
Brazil	8074.894	Steinsel	8078.894	Brussels	8895.294	Chicago	8147.774	Milan	14736.062	Steinsel	16786.853	Reykjavik	8398.607	Belgrade	8901.323	Tirana	8768.607	Chicago	7084.841	Charlotte	7797.21	Istanbul	8501.46	Charlotte	7583.919	Charlotte	7584.963	Charlotte	6756.302	Manassas	8248.052	Montreal	7556.871	New_York	7245.252	New_York	7455.198	Montreal	17153.047	Seoul	10110.749	Helsinki	19880.862	Seoul	14178.887	Riga	15179.593	Ljubljana	14668.533	Montreal	8093.2	Athens	18199.313	Sofia	17932.97	Steinsel	18238.821	Berlin	11711.314	Riga	11992.387	Riga	11999.896	Tallinn	9600.236	Saint_Louis	7341.666	Manassas	7360.385	Belgrade	7799.384	Charlotte	8357.149	Bratislava	11183.855	Mumbai	8463.289	Athens	12655.783	Tokyo	11182.907	Hong_Kong	12209.621	Helsinki	12442.501	Melbourne	14248.484	Mexico	21221.362	Berlin	21452.527	New_York	8613.923	Lisbon	22257.201	Manassas	22000.901	Montreal	18299.35	Madrid	18468.195	Seattle	18761.968	Charlotte	6932.157	Saint_Louis	6938.632	Milan	16383.533	Amsterdam	8478.369	Lisbon	9710.513	Belgrade	10454.789	Santiago	11787.166	Montreal	8846.328	
Sarajevo	8258.894	Brazil	8123.622	Tirana	8977.456	Charlotte	8399.405	Dublin	14749.213	Athens	17023.993	Skopje	8412.96	Sarajevo	8985.082	Skopje	8776.892	Charlotte	7443.975	Saint_Louis	7860.023	Saint_Louis	8617.165	New_York	7648.622	New_York	7648.449	New_York	6829.253	Saint_Louis	8442.776	Saint_Louis	7563.872	Manassas	7331.51	Charlotte	7530.416	Oslo	17270.538	Bratislava	10138.471	Montreal	19992.889	Riga	15205.297	Paris	15306.562	Riga	15190.957	Charlotte	8100.075	Madrid	18309.958	Dallas	17951.71	Helsinki	18251.128	Skopje	11871.298	Tel_Aviv	12136.663	Chisinau	12049.158	Steinsel	9797.124	Montreal	7401.526	Montreal	7415.072	Skopje	7930.047	Saint_Louis	8367.572	Dublin	11276.67	New_York	8569.892	Buenos_Aires	12679.336	Sarajevo	11256.332	Dublin	12226.021	Brussels	12482.56	Tel_Aviv	14271.77	Berlin	21227.615	Dublin	21492.06	Charlotte	8615.83	Los_Angeles	22263.195	Athens	22197.088	Madrid	18502.8	Chisinau	18881.566	Kansas_City	18823.047	Saint_Louis	7195.479	Charlotte	6963.086	Sarajevo	16571.996	Lisbon	8510.566	Warsaw	9735.591	Zurich	10498.047	Marseille	11792.007	Chicago	8888.855	
Tel_Aviv	8264.608	Reykjavik	8127.759	Steinsel	9035.993	New_York	8413.752	Steinsel	14774.052	Chisinau	17071.758	Ljubljana	8433.622	Skopje	9002.072	Belgrade	8851.265	Manassas	7673.29	New_York	7903.55	New_York	8619.805	Montreal	7788.712	Manassas	7786.306	Manassas	7302.056	Charlotte	8462.79	Manassas	7608.922	Charlotte	7479.885	Montreal	7532.489	Berlin	17539.062	Riga	10225.318	Saint_Louis	20019.894	Brussels	15482.914	Zagreb	15788.186	Zagreb	15455.526	Manassas	8139.669	Helsinki	18327.962	Steinsel	18028.354	Lisbon	18437.74	Reykjavik	11877.328	Bucharest	12175.036	Bucharest	12216.404	Tirana	9984.476	Manassas	7438.652	Saint_Louis	7488.521	Athens	7995.283	Montreal	8596.878	Skopje	11485.625	Charlotte	8888.97	Chisinau	12696.02	Steinsel	11375.591	Madrid	12254.1	Athens	12483.154	Prague	14374.616	Ljubljana	21389.481	Ljubljana	21711.49	Saint_Louis	8636.632	Sofia	22351.522	Copenhagen	22331.086	New_York	18845.908	Marseille	18990.745	Helsinki	18825.251	Manassas	7242.321	Istanbul	7028.797	Copenhagen	16574.954	Warsaw	8607.324	Berlin	9758.003	Sarajevo	10783.332	Chisinau	11848.393	New_York	8974.646	
Skopje	8279.644	Sarajevo	8208.071	Buenos_Aires	9111.477	Saint_Louis	8927.453	Sarajevo	14865.439	Dublin	17247.482	Chisinau	8705.864	Tirana	9003.105	Ljubljana	9099.375	Montreal	7743.157	Manassas	8172.598	Charlotte	8630.772	Saint_Louis	8090.667	Montreal	7917.394	Montreal	7491.782	New_York	8517.817	Charlotte	7714.063	Montreal	7573.767	Manassas	8141.737	Skopje	17627.251	Athens	10243.337	Skopje	20025.988	Zagreb	15657.847	Chicago	16107.185	Buffalo	15716.686	New_York	8597.141	Copenhagen	18377.02	Chisinau	18090.902	Adelaide	18451.376	Sydney	12025.485	Chisinau	12183.628	Brussels	12227.977	Athens	10024.437	Charlotte	7602.236	Charlotte	7536.28	Tirana	8040.317	New_York	8724.216	Steinsel	11519.132	Saint_Louis	8987.705	Steinsel	12739.126	Buenos_Aires	11388.14	Sarajevo	12335.229	Sofia	12569.042	Frankfurt	14539.318	Dublin	21487.983	Denver	22143.316	Manassas	8852.765	Manassas	22427.071	Zurich	22450.032	Marseille	18846.88	Dublin	19169.57	Saint_Louis	18840.768	Kansas_City	7354.225	Kansas_City	7291.376	Zurich	16727.278	Los_Angeles	8722.523	Buenos_Aires	9836.154	Helsinki	10797.106	Sarajevo	11874.769	Kansas_City	8997.387	
Bucharest	8316.41	Tirana	8326.235	Skopje	9225.102	Manassas	8955.109	Frankfurt	15226.006	Madrid	17302.528	Tirana	8750.086	Ljubljana	9096.985	Brazil	9364.07	Saint_Louis	7932.562	Toronto	8473.352	Manassas	8666.197	Manassas	8138.097	Saint_Louis	8249.66	Saint_Louis	7494.442	Kansas_City	8679.294	Kansas_City	8187.114	Saint_Louis	8039.149	Saint_Louis	8226.862	Helsinki	17834.658	Tirana	10282.092	Seattle	20118.785	Chicago	16591.099	Auckland	17231.429	Seoul	15863.203	Saint_Louis	8823.531	Adelaide	18568.225	Buenos_Aires	18138.46	Stockholm	18581.474	Steinsel	12031.317	Brussels	12222.706	Taipei	12425.215	Skopje	10044.531	Kansas_City	7812.787	Kansas_City	7954.795	Riga	8157.716	Toronto	9030.636	Tallinn	11529.687	Manassas	9361.505	Sofia	12748.981	Athens	11418.723	Skopje	12361.857	Bratislava	12636.764	Zagreb	14773.762	Adelaide	21597.98	New_York	22226.755	Mumbai	9145.673	Copenhagen	22496.263	Marseille	22951.539	Dublin	19116.721	Sofia	19359.284	Montreal	18965.787	Istanbul	7415.776	Montreal	7568.278	Marseille	16803.008	Athens	8817.042	Chisinau	10026.886	Taipei	10904.925	Warsaw	11984.473	Charlotte	9087.64	
Tirana	8322.762	Bucharest	8393.95	Riga	9301.603	Kansas_City	9185.704	Tallinn	15285.142	Zurich	17312.564	Prague	9004.492	Chisinau	9285.805	Sarajevo	9468.565	Kansas_City	8326.737	Buffalo	8699.021	Toronto	9156.141	Kansas_City	8635.06	Kansas_City	8648.215	Kansas_City	7832.404	Toronto	8870.384	Buffalo	8332.995	Kansas_City	8322.66	Toronto	8456.557	Brussels	17923.854	Sarajevo	10285.915	Kansas_City	20335.587	Tbilisi	16666.245	Tbilisi	17609.747	Tbilisi	16397.637	Kansas_City	9064.852	Sofia	18732.21	Copenhagen	18402.526	Copenhagen	18647.113	Buenos_Aires	12061.624	Taipei	12428.188	Ljubljana	12454.808	Tel_Aviv	10107.717	Mumbai	7835.818	Buffalo	8100.82	Brazil	8163.564	Buffalo	9229.349	Tirana	11684.023	Kansas_City	9441.871	Madrid	12795.278	Lisbon	11612.284	Buenos_Aires	12481.252	Tallinn	12712.941	Brisbane	14868.793	Tirana	21789.678	Tirana	22461.979	Toronto	9168.22	Marseille	22915.984	Los_Angeles	23016.184	Sofia	19287.059	New_York	19788.372	Salt_Lake_City	18974.424	Montreal	7416.497	Buffalo	7671.012	San_Jose	16862.693	Prague	8860.403	Bratislava	10160.571	Brazil	10952.141	Helsinki	12184.244	Buffalo	9105.497	
Riga	8493.286	Ljubljana	8430.858	Lisbon	9327.341	Miami	9280.855	Riga	15503.191	Tel_Aviv	17571.765	Tel_Aviv	9101.685	Riga	9372.492	Bucharest	9604.4	Buffalo	8695.157	Kansas_City	8907.151	Buffalo	9511.14	Buffalo	8895.82	Buffalo	8877.488	Buffalo	8136.498	Buffalo	9444.934	Toronto	8449.029	Buffalo	8713.11	Kansas_City	8460.744	Dallas	18225.06	Bucharest	10456.321	Salt_Lake_City	20416.245	Mexico	17180.256	Montreal	17646.031	Chicago	16507.366	Buffalo	9286.313	Buffalo	18812.149	Stockholm	18488.434	Buffalo	18821.088	Dublin	12208.02	Prague	12844.876	Tel_Aviv	12481.354	Chisinau	10138.028	Buffalo	8116.728	Toronto	8197.109	Bucharest	8387.163	Mumbai	9381.528	Brussels	11977.699	Buffalo	9630.75	Bratislava	12882.395	Tirana	11748.238	Lisbon	12594.866	Marseille	12754.579	Seattle	14953.266	New_York	22217.932	Helsinki	22567.327	Buffalo	9532.881	Bucharest	22978.695	Bucharest	23073.489	Melbourne	19381.421	Riga	20018.067	Brussels	19007.017	Buffalo	7658.211	Mumbai	8116.238	Chisinau	17013.333	Madrid	8949.331	Brazil	10164.962	Warsaw	10954.279	Lisbon	12243.32	Saint_Louis	9457.061	
Prague	8512.583	Skopje	8445.871	Belgrade	9335.519	Toronto	9397.884	Chisinau	15713.132	Copenhagen	17651.063	Brazil	9182.336	Brazil	9417.858	Prague	9608.996	Toronto	8927.221	Miami	9475.603	Kansas_City	9614.803	Toronto	9380.593	Toronto	9356.105	Toronto	8539.786	Miami	9746.745	Mumbai	8654.08	Toronto	8778.716	Buffalo	8466.315	Chicago	18456.171	Belgrade	10472.204	Brisbane	20584.892	Montreal	17312.385	Charlotte	17942.629	Auckland	16592.568	Toronto	9430.977	Lisbon	18988.127	Madrid	18786.271	Milan	19064.825	Bucharest	12308.816	Marseille	12935.174	Athens	12804.84	Brussels	10148.971	Toronto	8188.422	Mumbai	8301.419	Chisinau	8419.724	Kansas_City	9399.715	Bucharest	11993.172	Toronto	10000.671	Santiago	12899.023	Sofia	11766.502	Brussels	12623.38	Reykjavik	12854.27	Vancouver	15075.935	Montreal	22579.502	Frankfurt	22605.358	Kansas_City	9771.119	Athens	23175.539	Toronto	23216.814	Tallinn	19408.782	Tallinn	20265.923	Prague	19317.206	Toronto	8159.962	Toronto	8259.158	Madrid	17099.777	Sarajevo	8984.683	Madrid	10265.309	Athens	11151.879	Bratislava	12299.901	Miami	9636.297	
Athens	8579.327	Riga	8484.154	Tel_Aviv	9340.779	Buffalo	9564.999	Seoul	15918.858	Tallinn	17804.594	Lisbon	9192.527	London	9463.142	London	9616.539	Mexico	9147.332	Mumbai	9730.511	Miami	10179.721	Mexico	9413.629	Mexico	9439.286	Mexico	8702.312	Mexico	10224.672	Mexico	9117.556	Mexico	9111.884	Mexico	9154.557	Riga	18805.117	Buenos_Aires	10558.602	Bratislava	20694.636	Charlotte	18208.218	Mexico	18433.349	Toronto	17037.875	Miami	9462.301	Tallinn	19311.061	Tel_Aviv	18802.2	Tallinn	19220.836	Tel_Aviv	12361.771	Berlin	13011.43	Prague	12874.248	Bucharest	10165.512	Mexico	8704.472	Mexico	8722.837	Tel_Aviv	8476.579	Miami	10215.448	Riga	12099.532	Mexico	10303.198	Tallinn	12943.454	Bucharest	12030.426	Chisinau	12691.215	Riga	12879.778	Riga	15436.97	Frankfurt	22635.442	Belgrade	22695.328	Miami	10174.856	Toronto	23215.407	Lisbon	23672.329	Bucharest	19641.835	Milan	20350.652	Frankfurt	19619.039	Mexico	8268.026	Mexico	8285.379	Athens	17215.103	Helsinki	9013.913	Zurich	10314.813	Milan	11195.974	Zurich	12570.6	Toronto	9796.737	
London	8869.004	Prague	8745.524	Bucharest	9392.575	Mexico	9890.519	Brussels	15964.672	Seoul	17944.136	London	9213.001	Lisbon	9525.407	Lisbon	9742.702	Miami	9250.678	Denver	9969.412	Mexico	10423.517	Miami	9844.195	Miami	9817.134	Miami	9178.008	Denver	10725.977	Denver	9505.451	Miami	9548.045	Miami	9310.653	New_York	19175.749	Taipei	10697.0	Budapest	20846.42	Istanbul	18366.503	Toronto	18822.574	Mexico	17423.663	Mexico	9776.546	Denver	19385.85	Buffalo	18813.437	Dublin	19285.806	Tallinn	12495.368	Reykjavik	13217.692	Berlin	12961.443	Belgrade	10230.497	Denver	9284.862	Denver	9251.675	Prague	8616.284	Denver	10289.928	Sarajevo	12198.816	Miami	10378.118	Ljubljana	13113.316	Chisinau	12046.024	Tallinn	12718.88	Sydney	12952.579	Brussels	15492.402	Prague	22710.392	Montreal	22711.321	Mexico	10424.665	Buffalo	23724.485	Buffalo	23680.777	Riga	19917.146	Bucharest	20479.678	Brisbane	19695.367	Denver	8838.703	Dallas	8933.993	Helsinki	17802.288	Santiago	9192.548	Helsinki	10436.846	Buenos_Aires	11198.66	Belgrade	12762.399	Denver	9992.416	
Lisbon	8942.338	Chisinau	8803.217	Chisinau	9414.425	Denver	10793.67	Ljubljana	16245.112	Riga	18027.374	Bucharest	9392.286	Prague	9599.695	Chisinau	9859.687	Denver	9825.161	Mexico	10336.215	Denver	10573.447	Denver	10200.037	Dallas	9956.649	Dallas	9496.08	Dallas	10733.891	Miami	9761.112	Denver	9822.377	Denver	9771.314	Marseille	19254.354	Lisbon	10733.595	Belgrade	20847.405	Saint_Louis	18380.591	Lisbon	19268.673	Montreal	17791.894	Denver	10404.142	Manassas	19543.909	Milan	19044.633	Phoenix	19332.725	Lisbon	12519.781	London	13234.367	London	13226.723	Riga	10257.583	Dallas	9529.002	Dallas	9524.102	Lisbon	8630.378	Mexico	10387.327	Athens	12219.256	Denver	10784.146	Marseille	13115.613	Prague	12219.158	Riga	12792.588	Belgrade	12982.905	Tbilisi	15851.765	Belgrade	22762.379	Zagreb	23573.099	Denver	10526.121	Helsinki	23943.908	Berlin	24202.913	Milan	20461.551	Manassas	20773.688	Chicago	19940.324	Dallas	9008.347	Denver	9177.755	Zagreb	17970.751	Tbilisi	9193.923	Belgrade	10451.676	Prague	11258.674	Kuala_Lumpur	12862.784	Mexico	11305.051	
Milan	8972.081	Milan	8815.671	Athens	9544.854	Dallas	11437.467	Prague	16516.53	Brussels	18192.756	Frankfurt	9790.227	Bucharest	9820.268	Buenos_Aires	10070.45	Dallas	10246.675	Dallas	11080.393	Dallas	11747.522	Dallas	10239.368	Denver	10037.691	Denver	9506.037	Salt_Lake_City	11778.114	Dallas	10128.567	Dallas	10103.725	Dallas	10160.544	Manassas	19486.408	Prague	10810.171	Miami	20959.193	Toronto	18706.501	Madrid	19298.561	Saint_Louis	18153.352	Dallas	10860.767	Dublin	19557.28	Tallinn	19159.177	Denver	19391.565	Brussels	12662.384	Milan	13238.217	Milan	13242.003	Ljubljana	10347.971	Miami	9732.151	Miami	9569.709	Buenos_Aires	8946.758	Dallas	11284.46	Lisbon	12243.672	Dallas	11640.589	Brussels	13315.972	Belgrade	12349.824	Sydney	12822.047	Bucharest	13045.222	Chicago	15884.065	Buenos_Aires	22929.609	Prague	23578.923	Dallas	11882.993	Milan	24254.592	Helsinki	24208.038	Budapest	20782.08	Charlotte	21067.763	Charlotte	20302.486	Miami	9277.891	Miami	9285.948	Prague	18321.231	Zagreb	9619.663	Prague	10786.429	Zagreb	11604.662	Brazil	12967.586	Atlanta	11851.45	
Chisinau	9081.28	Buenos_Aires	9063.318	Ljubljana	9632.471	Atlanta	11827.858	Belgrade	17083.752	Frankfurt	18261.776	Athens	9810.493	Buenos_Aires	10060.793	Santiago	10273.811	Atlanta	10744.02	Atlanta	11176.54	Phoenix	12022.602	Atlanta	10922.204	Atlanta	10925.987	Atlanta	9906.653	Atlanta	11989.319	Salt_Lake_City	10990.33	Atlanta	10755.268	Salt_Lake_City	10936.468	Istanbul	19712.653	Skopje	10893.048	Denver	21150.045	Seattle	18848.065	Istanbul	19381.013	Madrid	18912.419	Atlanta	11482.937	Tel_Aviv	19587.361	Adelaide	19311.1	Manassas	19449.757	Hong_Kong	12785.055	Frankfurt	13449.782	Marseille	13254.779	Prague	10720.259	Salt_Lake_City	10416.437	Salt_Lake_City	10722.75	Milan	9231.108	Phoenix	11732.492	Tel_Aviv	12335.354	Seattle	12302.948	Riga	13430.651	Santiago	12456.899	Tel_Aviv	13207.607	Lisbon	13205.123	Los_Angeles	16411.339	Brussels	23345.294	Brisbane	23799.575	Phoenix	12018.049	Dublin	24314.805	Milan	24250.412	Los_Angeles	20837.072	Budapest	21164.433	Dallas	20464.382	Salt_Lake_City	10043.122	Salt_Lake_City	9961.681	Tbilisi	18482.173	Brazil	9743.048	Taipei	10881.47	Madrid	11609.183	Athens	12983.228	Dallas	11933.108	
Santiago	9221.933	Santiago	9169.069	Prague	9750.555	Phoenix	12028.724	Bucharest	17184.693	Ljubljana	18396.168	Buenos_Aires	9982.117	Santiago	10268.546	Frankfurt	10344.456	Phoenix	11099.211	Phoenix	11369.541	Seattle	12133.66	Phoenix	11239.557	Phoenix	11227.076	Phoenix	10425.35	Phoenix	12104.549	Seattle	11028.143	Phoenix	11089.4	Atlanta	10985.315	Charlotte	19748.733	London	10993.716	Phoenix	21275.503	Madrid	18884.216	Saint_Louis	19498.725	Kansas_City	18983.671	Phoenix	11729.274	Ljubljana	19617.276	Ljubljana	19472.742	San_Francisco	19490.534	Athens	12966.956	Skopje	13618.446	Reykjavik	13272.819	Lisbon	10762.756	Atlanta	10899.01	Atlanta	10939.226	Frankfurt	9282.565	Atlanta	11838.211	Belgrade	12338.046	Salt_Lake_City	12463.448	Tel_Aviv	13516.981	Bratislava	12682.112	Athens	13273.241	Chisinau	13240.933	Montreal	16648.871	Helsinki	23671.878	Tallinn	23937.516	Seattle	12118.499	Tirana	24340.217	Skopje	24251.671	San_Francisco	20904.895	Belgrade	21386.597	Tallinn	20466.809	Atlanta	10120.175	Atlanta	10107.234	Belgrade	18498.992	Bratislava	9848.562	Zagreb	10932.168	Tirana	11742.328	Milan	13119.667	Salt_Lake_City	12005.752	
Ljubljana	9488.609	Zagreb	9385.745	London	9946.012	Salt_Lake_City	12263.303	Taipei	17306.793	Belgrade	18400.98	Santiago	10206.93	Frankfurt	10380.232	Milan	10590.369	Salt_Lake_City	11435.058	Seattle	11503.171	Atlanta	12213.394	Kuala_Lumpur	11587.319	Kuala_Lumpur	11574.603	Salt_Lake_City	10701.914	Seattle	12312.139	Atlanta	11085.059	Salt_Lake_City	11436.874	Phoenix	11286.966	San_Jose	19885.377	Tel_Aviv	11031.744	Toronto	21398.773	Kansas_City	18923.898	Denver	20392.748	Phoenix	19241.673	Seattle	12124.233	Bucharest	19699.159	Dublin	19569.049	Madrid	19513.507	Prague	13047.873	Athens	13626.935	Frankfurt	13405.136	London	10789.951	Seattle	11087.924	Seattle	11068.364	London	9400.543	Seattle	11846.46	Chisinau	12720.881	Phoenix	12692.617	Belgrade	13833.798	Frankfurt	12714.53	Bucharest	13284.627	Seoul	13391.474	Mexico	16747.659	Zagreb	23722.865	Chicago	24171.085	Atlanta	12184.625	Singapore	24412.287	Dublin	24316.651	Zagreb	20953.57	Phoenix	21417.34	Riga	20765.101	Seattle	10559.165	Seattle	10547.067	Los_Angeles	18662.369	Buenos_Aires	9971.841	Athens	11002.821	Riga	12274.453	Prague	13162.344	San_Francisco	12331.3	
Frankfurt	9916.182	London	9670.22	Milan	10113.251	Seattle	12743.096	London	17358.592	Prague	19134.28	Zagreb	10777.888	Zagreb	10738.714	Athens	10636.806	Seattle	11599.952	Salt_Lake_City	11948.605	Salt_Lake_City	12929.963	Salt_Lake_City	11634.684	Salt_Lake_City	11641.255	Seattle	10880.851	Vancouver	12882.682	San_Francisco	11697.665	Seattle	11481.646	Seattle	11873.954	Tallinn	20192.526	Milan	11164.109	Tallinn	21577.161	San_Francisco	18949.618	Kansas_City	20428.438	Istanbul	19278.971	Salt_Lake_City	12201.747	Riga	19776.992	Frankfurt	20013.681	Tel_Aviv	19619.005	Chisinau	13076.867	Zagreb	13713.876	Zagreb	13710.893	Frankfurt	11363.032	Phoenix	11197.484	Phoenix	11193.874	Zagreb	9481.182	Salt_Lake_City	12478.664	Prague	12731.138	Atlanta	12777.014	Bucharest	13962.987	Tel_Aviv	12897.597	Bratislava	13456.553	Adelaide	13983.85	Kansas_City	16903.41	Tallinn	23751.197	Riga	24208.195	Salt_Lake_City	12790.51	Skopje	24541.538	Singapore	24398.44	Belgrade	21194.779	Lisbon	21428.592	Tel_Aviv	21166.513	Phoenix	10607.218	Phoenix	10638.458	Riga	19033.069	Riga	10365.877	Milan	11036.173	Tbilisi	12685.828	Madrid	13197.503	Singapore	12494.12	
Zagreb	9988.515	Athens	10099.368	Frankfurt	10613.514	Kuala_Lumpur	12755.515	Budapest	17531.794	Taipei	19436.784	Milan	10780.064	Seoul	10829.957	Seoul	10868.394	San_Jose	11968.081	San_Jose	12448.543	San_Jose	13045.807	Seattle	11710.401	Seattle	11715.507	Vancouver	11450.97	San_Jose	12905.379	Phoenix	11842.147	San_Jose	12089.104	Kuala_Lumpur	12213.373	Bratislava	20271.818	Chisinau	11181.963	Dallas	21885.459	Lisbon	19466.88	Buffalo	20660.382	Denver	19455.741	Kuala_Lumpur	12508.796	Phoenix	20004.467	Belgrade	20116.229	Riga	19627.639	Belgrade	13135.349	Dublin	13790.939	Dublin	13790.246	Seoul	11765.783	Vancouver	11725.879	Vancouver	11568.111	Santiago	9520.549	San_Jose	12695.922	Hong_Kong	12965.225	Vancouver	13313.352	Lisbon	13989.075	Hong_Kong	12901.074	Belgrade	13862.571	Tel_Aviv	14027.237	Saint_Louis	16953.575	Riga	24343.276	Brussels	24552.235	San_Jose	13051.732	Ljubljana	24631.303	Tirana	24458.959	Bratislava	21280.495	Frankfurt	21449.74	Miami	21574.754	Vancouver	10912.07	Vancouver	10897.217	Ljubljana	20324.037	Milan	10667.982	Tbilisi	11617.19	Bratislava	12691.977	Buenos_Aires	13295.809	Seattle	12619.135	
